id,trigger,conditions,script,text,options,notes
sunrider_missionVows_wedding8,DialogOptionSelected,$option == sunrider_missionVows_wedding8,,"""Oh, captain. Before I forget, did Raphael... I mean the guard at the entrance give you a piece of paper with a number?"" He asks, and you affirm. ""Did he tell you what it is for?"" 

When you say no, he turns to her and with a mischievous smile puts a hand on her shoulder. ""A lot of ‘no’ and not a single ‘yes.’ You owe me 5 credits, love."" 

She pouts and he laughs. ""Keep this number if you intend to stay for the whole party. Anyway, talk to you later, captain $playerName. Have fun.""",sunrider_missionVows_weddingHubStart:Look around,
sunrider_missionVows_weddingHubStart,DialogOptionSelected,$option == sunrider_missionVows_weddingHubStart,"HideSecondPerson
HideThirdPerson
FireAll Sunrider_MissionVows_WeddingOpts
AddTextSmall ""Each activity can only be done once.""
$eventsDone = 0 0","There's a few games to play with the other guests. Or you could try your hand (so to speak) at a little singing.

What do you want to do?",,
sunrider_missionVows_weddingHubFirstEvent,DialogOptionSelected,"$option == sunrider_missionVows_weddingHubRepeat
$eventsDone == 1
!$seenFirstEvent","$option = sunrider_missionVows_weddingFirstEvent1 0
FireBest DialogOptionSelected",,,
sunrider_missionVows_weddingHubSecondEvent,DialogOptionSelected,"$option == sunrider_missionVows_weddingHubRepeat
$eventsDone == 2
!$seenSecondEvent","$option = sunrider_missionVows_weddingSecondEvent1 0
FireBest DialogOptionSelected",,,
sunrider_missionVows_weddingHubRepeat,DialogOptionSelected,$option == sunrider_missionVows_weddingHubRepeat,"EndConversation DO_NOT_FIRE
ShowDefaultVisual
FireAll Sunrider_MissionVows_WeddingOpts",What next?,,
sunrider_missionVows_weddingHubRepeatWithMusicReset,DialogOptionSelected,"$option == sunrider_missionVows_weddingHubRepeat
$wantMusicReset score:100","Sunrider_PlayInteractionMusic Monkeys_Spinning_Monkeys
unset $wantMusicReset
FireBest DialogOptionSelected",,,
sunrider_missionVows_weddingHubOptBoard,Sunrider_MissionVows_WeddingOpts,!$sunrider_missionVows_seenBoard,,,sunrider_missionVows_weddingBoard1:Play some board games,
sunrider_missionVows_weddingHubOptRPG,Sunrider_MissionVows_WeddingOpts,!$sunrider_missionVows_seenRPG,,,sunrider_missionVows_weddingRPG1:Try the role-playing game,
sunrider_missionVows_weddingHubOptKaraoke,Sunrider_MissionVows_WeddingOpts,!$sunrider_missionVows_seenKaraoke,,,sunrider_missionVows_weddingKaraoke1:Try some karaoke,
sunrider_missionVows_weddingHubOptFinale,Sunrider_MissionVows_WeddingOpts,"$sunrider_missionVows_seenBoard
$sunrider_missionVows_seenRPG
$sunrider_missionVows_seenKaraoke",,,sunrider_missionVows_weddingFinale1:Conclude the wedding,
sunrider_missionVows_weddingHubOptFinaleDev,Sunrider_MissionVows_WeddingOpts,"$eventsDone < 3
$global.isDevMode",,,sunrider_missionVows_weddingFinale1:>>(dev) Conclude the wedding,
sunrider_missionVows_weddingHubOptLeaveEarly,Sunrider_MissionVows_WeddingOpts,$eventsDone < 3,"Sunrider_AddOptionConfirmation sunrider_missionVows_weddingLeaveEarly ""Are you sure you want to skip out early?"" ""Yes"" ""No""",,sunrider_missionVows_weddingLeaveEarly:Leave,
sunrider_missionVows_weddingBoard1,DialogOptionSelected,$option == sunrider_missionVows_weddingBoard1,"$sunrider_missionVows_seenBoard = true
$eventsDone++","There are several games to play here, using cards, dice or other small pieces, but all of them have one thing in common: they predate humanity leaving old Earth.

There is chess, checkers, dominoes, several possible games with a standard card deck, and even a board racing game which you choose one of the Hound frigate miniatures and roll the dice to fly it from Asher to Gilead faster than other players while avoiding squares with a Paragon or Atlas MkII.
",sunrider_missionVows_weddingBoard2:How about a nice game of chess?,
sunrider_missionVows_weddingBoard2,DialogOptionSelected,$option == sunrider_missionVows_weddingBoard2,ShowPersonVisual true sunrider_grandorder,"Every good starfarer commanding more than one ship knows how to play chess, or at least that's what the stereotype would say. The game remains surprisingly popular to this day, especially on Luddic worlds. It somehow remains competitive even with the latest hyper-detailed immersive strategy simulations.

After a couple of casual matches against your fellow wedding guests, you look up to see $sunrider_missionVows_brideFirst dropping into the seat in front of you. ""'sup, cap?"" She rests her hands on the table. ""Wanna give it a go?""","sunrider_missionVows_weddingBoard3Yes:Accept her challenge
sunrider_missionVows_weddingBoard3No:Decline",
sunrider_missionVows_weddingBoard3Yes,DialogOptionSelected,$option == sunrider_missionVows_weddingBoard3Yes,$player.sunrider_missionVows_playedChessWithGrandOrder = true,"""Cool,"" she replies, ""don’t take it too seriously, cuz I won’t.""

Every time you move a piece, she moves hers seconds later, even as the match goes on and you need more and more time to do your turn.

After roughly half of the pieces on the board are captured, you can clearly see that you’re going to lose. Her moves were immaculate.","sunrider_missionVows_weddingBoard4:""How do you play so well?""",
sunrider_missionVows_weddingBoard3No,DialogOptionSelected,$option == sunrider_missionVows_weddingBoard3No,$player.sunrider_missionVows_playedChessWithGrandOrder = false,"""Aight then,"" she replies. You leave the table and someone else takes your place to play it with her.",sunrider_missionVows_weddingHubRepeat:See what else there is to do,
sunrider_missionVows_weddingBoard4,DialogOptionSelected,$option == sunrider_missionVows_weddingBoard4,,"She shrugs, ""I dunno. When I was a kid, I just learned the rules, played a few games then got good, I guess. If it’s any comfort, ya played well and took longer to give up than everyone else here.""

A frown comes to her face. ""But it’s kinda boring that I only had a real challenge in chess like once in life, not gonna lie. Anyway, thanks for the game.""

You watch as she stands up and leaves the table. When she said she didn’t lose a single game, you were certain that she was talking about only today, not this. ",sunrider_missionVows_weddingHubRepeat:Get up and do something else,
sunrider_missionVows_weddingRPG1,DialogOptionSelected,$option == sunrider_missionVows_weddingRPG1,"$sunrider_missionVows_seenRPG = true
$eventsDone++
Call $global.sunrider_missionVows_ref showTempDM
ShowThirdPerson sunrider_santos","You see a larger table in a corner near the exit, with eight people, including the groom and a large photo of the void. With a closer inspection, you notice that it’s an RPG game that simulates space combat. 

The dungeon master (DM) looks at you. ""Hi there. Would you like to join our game? You just need to choose which pre-made ship to use with the others and beat my challenge.""","sunrider_missionVows_weddingRPG2Yes:Accept
sunrider_missionVows_weddingRPG2No:Decline",
sunrider_missionVows_weddingRPG2No,DialogOptionSelected,$option == sunrider_missionVows_weddingRPG2No,,"Ship combat? Don't you already have enough of that out there?

You shake your head. The DM looks a bit disappointed, but it's not like there aren't enough players already.",sunrider_missionVows_weddingHubRepeat:Find something else to do,
sunrider_missionVows_weddingRPG2Yes,DialogOptionSelected,$option == sunrider_missionVows_weddingRPG2Yes,,"""Excellent. Since you’re the eighth player and no duplicates are allowed, you can only choose the three remaining ships in the heroes’ fleet."" 

The DM shows you three pieces of paper for you to pick.","sunrider_missionVows_weddingRPG3Erad:SO Eradicator 
sunrider_missionVows_weddingRPG3Erad2:Long-range Eradicator
sunrider_missionVows_weddingRPG3Hammer:SO Hammerhead",
sunrider_missionVows_weddingRPG3Erad,DialogOptionSelected,$option == sunrider_missionVows_weddingRPG3Erad,"Call $global.sunrider_missionVows_ref pickShipErad
$option = sunrider_missionVows_weddingRPG3Common 0
FireBest DialogOptionSelected",,,
sunrider_missionVows_weddingRPG3Erad2,DialogOptionSelected,$option == sunrider_missionVows_weddingRPG3Erad2,"Call $global.sunrider_missionVows_ref pickShipErad2
$option = sunrider_missionVows_weddingRPG3Common 0
FireBest DialogOptionSelected",,,
sunrider_missionVows_weddingRPG3Hammer,DialogOptionSelected,$option == sunrider_missionVows_weddingRPG3Hammer,"Call $global.sunrider_missionVows_ref pickShipHammer
$option = sunrider_missionVows_weddingRPG3Common 0
FireBest DialogOptionSelected",,,
sunrider_missionVows_weddingRPG3Common,DialogOptionSelected,$option == sunrider_missionVows_weddingRPG3Common,"AddTextSmall ""match TODO""","""Okay, let’s wait a few minutes,"" the DM says, ""if nobody comes to play with the last two sheets, we can begin.""

Minutes later, with nobody showing up, the DM starts the game. ""Good luck with the d20 dices, brothers and sisters.""","sunrider_missionVows_weddingRPG5Win:Win match (todo)
sunrider_missionVows_weddingRPG5Lose:Lose match (todo)",
sunrider_missionVows_weddingRPG5Win,DialogOptionSelected,$option == sunrider_missionVows_weddingRPG5Win,"AddStoryPoints 1
$option = sunrider_missionVows_weddingRPG6 0
FireBest DialogOptionSelected","The table bursts into cheers as the formidable foe is overcome.

""Good game, everyone,"" the DM says, ""I won’t say that your Invictus friend carried the fight because it’d lose on 1vs1 against the first phase.""",,
sunrider_missionVows_weddingRPG5Lose,DialogOptionSelected,$option == sunrider_missionVows_weddingRPG5Lose,"$option = sunrider_missionVows_weddingRPG6 0
FireBest DialogOptionSelected","The players are disappointed. 

""Good game, everyone,"" the DM says, ""you stood your ground to the end, although, if I may leave a comment on how most of you could have played, surrounding the boss at its first phase would be the most effective way to kill it quickly.""",,
sunrider_missionVows_weddingRPG6,DialogOptionSelected,$option == sunrider_missionVows_weddingRPG6,FireAll Sunrider_MissionVows_RPGHypershuntCheck,"One of the players comments, ""How did you come up with a starship that splits on death? As if the big one wasn’t enough trouble.""

The dungeon master replies, ""You wouldn’t believe me if I told you.""",sunrider_missionVows_weddingHubRepeat:Thank them for the game and leave,"
-	
-	""Did you visit a Hypershunt?"" (only visible if player has visited one before)"
sunrider_missionVows_weddingRPG6HaveShunt,FireAll Sunrider_MissionVows_RPGHypershuntCheck,$TODO,,,"sunrider_missionVows_weddingRPG7:""Did you find a Hypershunt?""",
sunrider_missionVows_weddingRPG7,DialogOptionSelected,$option == sunrider_missionVows_weddingRPG7,,"The DM looks at you. ""A what?"" 

You tell them you’re familiar with the ‘boss’ they claim to have made up. Excepting $sunrider_missionVows_groomFirst, the other players are horrified about the idea that such an alien monstrosity exists.","sunrider_missionVows_weddingRPG8Joke:""Calm down, I'm just joking.""
sunrider_missionVows_weddingRPG8True:""It’s true.""",
sunrider_missionVows_weddingRPG8Joke,DialogOptionSelected,$option == sunrider_missionVows_weddingRPG8Joke,,"Most of them let out a sigh of relief. ""Phew, don’t scare me like that,"" one says. 

Another gets up from their chair, saying ""That’s one hell of a sense of humor. Well, thank you for the game, folks."" 

Before you realize, the DM is nowhere to be seen. ",sunrider_missionVows_weddingHubRepeat:Leave,
